,Clean_Tweet,sentiment
16233,self neo murder native news,Negative
16241,slowly starting change loss,Negative
16243,damn mean,Negative
16246,presumably exist meticulous transcription throwing away whole error starting,Negative
16257,know heartbreak,Negative
16258,got pay attention rest world place horrible,Negative
16265,pavilion cut minute,Negative
16266,really miss,Negative
16269,pressure,Negative
16282,terrible lackluster performance coaching,Negative
16289,hey lost get,Negative
16291,objectively awful literally puck net adamant count,Negative
16297,lost loma gon smoke,Negative
16306,larry nasty dunk lob pas young bull via,Negative
16336,get got summer edition red bull hard find lately,Negative
16344,honorary sun devil reporter standing birthday boy,Negative
16352,got childish insecure,Negative
16360,lethal weapon watching right,Negative
16366,white one little tobacco cellulose nicotine forget made bat,Negative
16394,bloody cold time,Negative
16395,drinking stout chaos brew club,Negative
16398,realize coming way misery family mark last decent year life,Negative
16401,drinking dead guy ale,Negative
16403,rain getting freezing rain central,Negative
16422,broken temperature humidity wind,Negative
16432,suspicious circumstance ave police,Negative
16449,man want bad,Negative
16451,realize coming way misery family mark last decent year life,Negative
16471,bye end near literally false investigation treasonous well wait end result maybe,Negative
16480,nothing question life like watching frosty alone night,Negative
16482,sick got like,Negative
16483,lag away game probably give one,Negative
16485,actually envious sleeping,Negative
16494,hot as mess,Negative
16500,stop,Negative
16520,miss old,Negative
16523,slut slut yea know,Negative
16525,miss,Negative
16529,tua gotten hurt would,Negative
16550,crazy find hot remix tidal apple,Negative
16552,sorry deal honey worry,Negative
16554,unbelievable animal abuse page day got message also violate unless animal advocate suspended friend mine time dog insane,Negative
16556,traumatic,Negative
16580,replace bad,Negative
16581,want hear quality information former heroin addict thats guy,Negative
16594,destroy,Negative
16598,really let put gas crazy,Negative
16601,nothing like salmon,Negative
16602,awful people horrible deserve animal,Negative
16606,figured lose competition,Negative
16613,told president come speak funeral really need take look way people country seeing saying,Negative
16618,tat hard core,Negative
16621,state got live crap shame never going shake laugh got anxiety comedic twitter got sometimes please give working,Negative
16633,life ruin life mean door dash guy,Negative
16642,making sorry,Negative
16652,yelling trying date middle aged woman stop turning one,Negative
16667,worst ever,Negative
16672,ugh want new shut already,Negative
16674,get cry,Negative
16678,middle bottom receive possible nation upper want send failing,Negative
16687,still stand prediction ago collapse within next,Negative
16710,seriously getting full as fade comb,Negative
16717,mary trap music museum,Negative
16718,leave,Negative
16723,chaos coming,Negative
16726,see game garbage lost game,Negative
16738,posting horrible actually good parent way able report dumb as,Negative
16740,first crazy,Negative
16746,lame,Negative
16760,real gone ride fake gone divide,Negative
16768,lonely smith mood week,Negative
16789,go bar sad as,Negative
16791,dad made night stop jealous,Negative
16803,swear,Negative
16816,emotionally exhausted,Negative
16830,need hell slam ford government move let ignore environmental law could bypass slew environmental,Negative
16851,block block block block block block block block block,Negative
16852,bitch,Negative
16869,exactly stop trump,Negative
16879,heart broke heart,Negative
16881,cloudy rainy day,Negative
16894,sob ever microphone send home,Negative
16905,weird living room twitter,Negative
16911,bad bad man man,Negative
16922,literally worst guy,Negative
16925,crash burn baby,Negative
16944,get bar get broken guess one got,Negative
16953,problem,Negative
16954,giant killer state semi,Negative
16971,seriously hour channel would pay equivalent hulu monthly bill access,Negative
16978,leave people alone nothing,Negative
17001,hell sucking,Negative
17006,sad several people notice someone know money money hungry,Negative
17007,racist force people think date outside race,Negative
17021,night like ruin,Negative
17022,para queen air darkness,Negative
17031,start fourth springer carrying offensive load tonight,Negative
17036,cried little judgment,Negative
17051,worst make foul get sent,Negative
17058,drunk,Negative
17060,way said jokingly racist anything else matter,Negative
17063,stop call classic,Negative
17076,embarrassing,Negative
17084,shame,Negative
17085,needing shaping think people pain plenty time ask forgiveness grieve think heart soul deeply tried,Negative
17092,need lose squad hopefully bad sugar bowl ago everybody country orange bowl,Negative
17097,year since first game back injury thats crazy,Negative
17103,ugh march day son would worst went see kip night acoustic,Negative
17108,stubborn sadly whatever ideology power seeking monster far mighty fallen,Negative
17110,apple pay dangerous especially let remove every bit guilt come credit card number,Negative
17121,toxic bitch fight everyone toxic,Negative
17123,boring,Negative
17132,really flat disrespectful work imagine broke mentality,Negative
17138,loser trump chump,Negative
17156,got one baby left run bitch run bitch get,Negative
17159,crazy,Negative
17168,little brother dropping beating heritage tonight,Negative
17184,jordan dumb rock,Negative
17188,lost service due winter weather broke,Negative
17189,read garnett top ever hate sometimes,Negative
17196,dont giving people general whatever got going,Negative
17202,think bad still,Negative
17207,feel pain one first time sec quarterback got,Negative
17208,hell right get foot door bam next,Negative
17217,descent nothing wrong saying non anti black anti way,Negative
17222,grad school anxiety even yet,Negative
17224,dumb,Negative
17227,wrong always bed,Negative
17230,could screw,Negative
17242,headed virtually poverty encounter need help visit hunger education,Negative
17247,spotlight revealed criminal way greed treason man pay price,Negative
17248,hide,Negative
17257,sign ace base annoying stupid song yet stop listening,Negative
17264,ill slap one,Negative
17265,absolutely hate,Negative
17267,malkin really dumb sometimes,Negative
17276,wrong,Negative
17277,everyone take instead following problem man,Negative
17281,fake corrupt flunky suck,Negative
17282,radio bay got bay area new music funky tune check forget,Negative
17284,moving come conclusion miss miss,Negative
17291,got blocked hater prayer point stop trying right,Negative
17292,like part game even tried pathetic,Negative
17307,sense bad leaving house without supervision,Negative
17313,damn keep coming,Negative
17319,worst,Negative
17325,third really really dumb swallow whatever dick,Negative
17330,difficult,Negative
17334,celebrity worst nightmare tweet posted,Negative
17340,flex lost,Negative
17343,doubt,Negative
17354,one pimple regret every time,Negative
17363,unit well tonight first unit stop team full reverse fallen would cut point lead garden rocking minute,Negative
17382,cry,Negative
17394,resistance futile discussion irrelevant,Negative
17395,actually rolled hard hurted,Negative
17401,tragedy would take something else make block someone,Negative
17404,drunk,Negative
17406,scare,Negative
17428,could get drunk high everyday point would choose therapy instead need much help mental insane,Negative
17429,someone took time impregnate girl take time child matter unpleasant man dad every need father fault suck,Negative
17431,bad real bad,Negative
17434,stop nearly beaten hit head rioter shot point blank honestly would stop riot,Negative
17441,ugly thank hoe,Negative
17445,size dog fight size fight dog mark twain get coop,Negative
17467,stop,Negative
17472,wrong anyone child according cannot life without parole sentence mockery law,Negative
17481,hope get suspended hit late hit head day come back disgusting would feel someone teammate,Negative
17482,court center hilltop bench estate garden grave available nothing else like,Negative
17487,rise dating get really picky discard chick second,Negative
17503,swift tua got week literally wrong people,Negative
17504,sad several people notice someone know money money hungry,Negative
17507,ugh work realize need mad,Negative
17512,made sad hate stuff like,Negative
17532,mean wrong one person fault,Negative
17545,damn muddy mike codeine castle,Negative
17564,someone tell body decided catch fever sore throat weekend,Negative
17567,mean really mad,Negative
17568,hard choose,Negative
17578,way steal,Negative
17579,need know prestige lower lower every year,Negative
17582,hate broke people eat food give someone anxiety attack twitter content,Negative
17583,worried michigan peach bowl,Negative
17588,bad,Negative
17593,man lame as,Negative
17600,crushed subpoena help corrupt protecting one corrupt people government today investigation campaign follow money took payoff fraud traitor,Negative
17602,dog money hunger job,Negative
17603,need look mike knock brutality,Negative
17606,trying hurt throw elbow,Negative
17612,stupid,Negative
17619,keep punching guy obnoxious sob even let finish sentence,Negative
17620,thinking wrong wearing shower shower,Negative
17635,arm hurt,Negative
17661,damn skippy,Negative
17662,shut stupid,Negative
17672,sadness,Negative
17675,cry,Negative
17692,avoid,Negative
17698,hate sad like,Negative
17705,weird root comeback volleyball school know,Negative
17717,looking hit ridiculous finishing check,Negative
17723,bitch,Negative
17732,lafayette social medium freezing rain inch report glazing ice northern county,Negative
17735,final get steal pull within come empty high,Negative
17740,fighting,Negative
17746,fear death fear coming back trying make people think whole life going saving somebody,Negative
17751,dead,Negative
17756,want alone time,Negative
17760,cheat meal feel poetic,Negative
17765,hate man level gag,Negative
17777,cantar con bate con miss,Negative
17786,great opening statement medium word taken gospel president directed brake law got plead guilty felony campaign contribution really crime,Negative
17789,lazy,Negative
17790,say someone would get offended,Negative
17809,greedy craving pregnant friend sister daughter niece child distance know wrong,Negative
17819,chemistry death,Negative
17823,status rapper jail dumb as polish white boo tay,Negative
17832,make look bad people look like stupid bad,Negative
17842,cry baby getting fresh,Negative
17847,afraid get hurt career always pace,Negative
17853,blocked,Negative
17855,wait trying brand ambassador something broke post grad live,Negative
17865,got pole fight,Negative
17871,wrong people right,Negative
17877,one one sadness one always notice,Negative
17878,rick slightly le jerk,Negative
17881,terrible miss,Negative
17901,absolutely crushed,Negative
17902,messy,Negative
17913,somewhere nonsense,Negative
17914,suspended moving different,Negative
17941,accidentally put gas car still,Negative
17942,sadly resign probably dragged physically,Negative
17945,every time family say suck penis,Negative
17951,really miss summer,Negative
17959,screaming,Negative
17960,making curly dinner still exhausted,Negative
17979,rip hell come nowhere man absolute genius,Negative
17981,never love like daughter love,Negative
17984,shall someone drop,Negative
17994,damn thing,Negative
17998,paying slightly band printed death,Negative
17999,week mono death,Negative
18006,criterion cancel every day afford,Negative
18011,sorry always hard lose part family,Negative
18013,boomer sooner bitch,Negative
18014,none tourney strict showing time annoying enough staff,Negative
18015,crazy game seton hall ahead end insane game nothing top game,Negative
18022,date full metal panic,Negative
18029,pep fraud,Negative
18035,crazy,Negative
18048,war team,Negative
18050,girl piss toilet sit,Negative
18060,hastily already written twitter rant,Negative
18071,got one boring live swear,Negative
18072,nothing laugh harder calling fat as wagon,Negative
18080,seriously though,Negative
18081,company screw bitch fluent ruin,Negative
18084,dick,Negative
18085,outrageous true china may get hold satellite restricted military technology,Negative
18089,smell suspect mile away,Negative
18092,hate people tell gone,Negative
18110,girl stop cry run,Negative
18116,damn big bath body work candle sale fam,Negative
18121,amount time said nigger lord mercy,Negative
18133,done put stuff cooking day bout smoke die,Negative
18134,struggle,Negative
18143,fault,Negative
18149,like say stand pointless as bitch,Negative
18167,gosh made dumb as,Negative
18169,hell,Negative
18181,last ability attack bounce,Negative
18185,wait dig grave one foot,Negative
18191,broke sassy class learning jingle bell rock dirty,Negative
18192,write check thing write check every month forget,Negative
18198,need next year seen lame much clout dope show,Negative
18204,thought one one tweet ruined rough,Negative
18206,gold one find another stop,Negative
18213,talking bout black bitch,Negative
18225,cry,Negative
18226,unfortunately traitor campaign admitted prevent release unless took office treasonous otherwise take point,Negative
18231,funny dude bigot racist religious rude past term,Negative
18233,family yet still feel need ask mad loud high already know,Negative
18234,sorry loser,Negative
18237,terrible every time smell,Negative
18246,rad sad,Negative
18251,bed empty,Negative
18259,also crippling fear intense anxiety hear high walking hall,Negative
18264,disgusting behaviour,Negative
18267,abandoned michigan poverty forgotten cheese history decay building,Negative
18276,loser,Negative
18300,take away pain,Negative
18307,seriously,Negative
18309,poor guy transcript bos know remember key russia case,Negative
18313,sister kick stop hermit,Negative
18317,nothing else like,Negative
18328,lot pain tonight taken lot aspirin still hurting exhausted hurting,Negative
18334,crazy bite somebody,Negative
18335,think little hard one,Negative
18343,ugh,Negative
18369,stealing fact,Negative
18371,dagger badly sanity,Negative
18393,outdoor track hard keep money complete entire job student many different unbelievable fail,Negative
18400,swear,Negative
18407,often life destiny god side fear,Negative
18408,grew town large population people remember vividly found strange criminal mean look china even quick elevate cruel terrible,Negative
18414,sexual predator around useless spoiled,Negative
18426,feel like damn ugh,Negative
18436,serving bitch,Negative
18447,damn fine man,Negative
18451,peter killing watched theater blown away came home screener disc shut theatrical experience going hold least,Negative
18452,hard work,Negative
18458,consider witch doctor scarred opener,Negative
18459,one enough stamen walk car alone let alone,Negative
18461,pay mind baby,Negative
18464,bad like chili,Negative
18471,let complain wallow minute,Negative
18485,turn kickback damn kick door,Negative
18489,cut front people concert queue bad concert,Negative
18494,loser,Negative
18500,sign season forward season probably worse,Negative
18501,follow book line leave review gone girl hair studio text,Negative
18507,turn meant say cannot get point change world order probably bad thing,Negative
18510,lose guy,Negative
18517,would blessing back hurt bad,Negative
18534,opening topic reverse racism thread day link raised experienced reverse racism unequivocally really see today,Negative
18546,fight til end way bring back,Negative
18559,high level disrespect,Negative
18560,death hell,Negative
18563,difficult decision,Negative
18568,also read trump trump leadership independent narcissism bullying bad well trump would sell grandmother would admit error,Negative
18571,break curse,Negative
18577,dumb,Negative
18601,bad,Negative
18612,hate real get used cause going back year year sit trying find crack armor tide year year none,Negative
18622,next heavy set person comment weight getting hurt,Negative
18623,devastating someone break home steal personal everything worked hard underneath,Negative
18627,miss,Negative
18641,oily little bastard,Negative
18650,deplorable known time watch fake news,Negative
18652,drunk prime deadly,Negative
18653,sad,Negative
18659,missing everything cause hospital,Negative
18662,tired,Negative
18664,hate,Negative
18669,drunk,Negative
18672,hell,Negative
18683,considering money think need foreign terrorist organization,Negative
18697,accurate crazy coffee guzzler,Negative
18705,according logic fast furious add china,Negative
18706,long time since seen arrogant rude disrespectful blowhard,Negative
18709,wonder able stand laugh make driver give money literally got get refund whole video made uncomfortable anybody bullying,Negative
18718,stop,Negative
18720,sorry loss,Negative
18734,took hyper wiggle worm came blurry,Negative
18739,fellow ram usually post personal right sick hospital,Negative
18743,question stage endometrial cancer tell everything know,Negative
18752,figurehead detached unknowledgeable important except last detail sad,Negative
18758,drinking black damnation anger black,Negative
18762,three shot clock one three pointer one cost possession offensive rebound bad,Negative
18776,beginning semester sad felt lonely take deep breath give time actually build people key patience,Negative
18779,lost couple dead mix,Negative
18787,losing mind right,Negative
18827,people simply need stop melanin level racial cultural identity white man sick people white wack nonsense job,Negative
18833,forget name store,Negative
18837,cannot imagine parent president unfortunately reasonable gun control legislation school continue,Negative
18840,genuinely happy anxiety depression stress,Negative
18854,tired autobiography,Negative
18856,mon really wait forgot live rain rainy,Negative
18864,want know year old clothes cost mine problem,Negative
18872,dad ran stop sign way home taking,Negative
18878,interesting concept bias pop condone going briefing room lying something consider,Negative
18882,people simply need stop melanin level racial cultural identity white man sick people white wack nonsense job,Negative
18888,never seen chance may made sense,Negative
18897,moody somewhere else,Negative
18901,swear tweet,Negative
18905,genuinely happy anxiety depression stress,Negative
18910,watching blind next live commentary,Negative
18920,handle jake social medium every time story lose damn mind,Negative
18923,new year new hair cut brand new look going new year haircut,Negative
18938,bad energy get life thats,Negative
18965,nervous,Negative
18977,said would compare ugly like bitch,Negative
18982,minute warning,Negative
18984,ask acting bouncing job today fired fight,Negative
18994,finally spending time came visit grandpa seen forever block,Negative
19002,another stupid official never reveal identity exist one right mind anything baseball statement absolute,Negative
19005,scary,Negative
19009,feel literally shaking damn,Negative
19013,sad,Negative
19017,hard,Negative
19044,curse broken,Negative
19048,serious,Negative
19052,retard,Negative
19056,weird student student whole life,Negative
19062,enough need stop,Negative
19063,food always cold pain,Negative
19068,white getting taste future coach son course pushing white block liking far make matter worse lead,Negative
19077,group miss something,Negative
19078,every single doctor brainless research end supposed apparently wrong came naturally,Negative
19083,sick say,Negative
19101,terrible cover thy art murder reign darkness hate via,Negative
19118,later sunset lower east side,Negative
19150,even handle ghost rider,Negative
19151,hero killer mine see become evil get revenge revenge,Negative
19158,sorry soft,Negative
19159,nursing home twat,Negative
19160,redux almost ten article printed must read time got magazine read particular issue much cover lost crazy much,Negative
19163,medium hurt along,Negative
19166,also may trash simple as man swear,Negative
19180,gone stop,Negative
19181,drag daze grievance club twenty,Negative
19195,star review yelp crush,Negative
19196,hate,Negative
19205,every problem relationship,Negative
19215,cloudy rainy day,Negative
19217,currently worst experience,Negative
19225,anti one,Negative
19242,ion got time waste,Negative
19247,clarify checker went one goalie gave empty net goal two,Negative
19251,telling shoot,Negative
19253,exhausted son son came overall tonight beyond,Negative
19265,love gay son turned gay crushed stop trying hide,Negative
19272,went game last year one point think none sister fan,Negative
19277,swear talk people anything,Negative
19293,love giving dead people like bitch petty petty done nominate messy bitch,Negative
19296,literally tried find bitch make comment,Negative
19301,poor fool,Negative
19310,another shot another bomb,Negative
19311,shut stupid bin laden,Negative
19318,really bad without,Negative
19328,ash dead wrong,Negative
19330,always fraud liar need away,Negative
19339,something sprite swear,Negative
19344,ridiculous lack character,Negative
19357,work temper,Negative
19363,sadly lost competition birdie,Negative
19370,screwed,Negative
19375,hell supposed without move canada,Negative
19378,rude,Negative
19387,like looking twitter today really made sad time nobody page got non wanting hate everyday politics,Negative
19392,nasty hell,Negative
19399,typical telling end wrong choice look going,Negative
19404,game wish could hell shot mason,Negative
19422,good night lie leave monopoly game cry sleep,Negative
19432,cry,Negative
19463,hell person supposedly law president criminal,Negative
19467,rookie point guard drop,Negative
19470,friend provided worst customer service ever wrong,Negative
19481,really roulette taking people lost year grow,Negative
19499,ended bar dead as serious know got,Negative
19501,always thought calling kamala female super racist lazy comparison really two faced tired fake,Negative
19502,district div district team offense cade rosser lewis,Negative
19516,forever screaming head,Negative
19518,miss miss someone tell everything anything well,Negative
19524,heart filled hate,Negative
19539,understand feel like get chance say something going scream yell point pathetic,Negative
19543,quarter life crisis real thing,Negative
19550,weak sword fight gone wrong county,Negative
19557,see people hate state,Negative
19559,hater hate,Negative
19563,looking hide grill gang,Negative
19567,hunger,Negative
19568,honestly anything learned police topic destroy wherever build barricade discourage attacker anything le suicide,Negative
19575,little snow stop rock jam blue cellular center,Negative
19584,update sent wife dumb,Negative
19585,boy swear,Negative
19595,liberal guest far unending diatribe boring enjoying input another idiot,Negative
19604,ugly disrespectful lazy,Negative
19611,insane reset bracket,Negative
19616,got really workout day someone mad much time got,Negative
19617,hate working older cause stay try cause see someone le half age make money,Negative
19621,guilty,Negative
19625,hate tank,Negative
19628,ignorant people spend money official definition,Negative
19640,throw douche general population let know kind dirt bag,Negative
19644,walk around saying real obviously fake,Negative
19650,tonight night bounce none got stick unbelievable even name often total disaster,Negative
19660,bitch please,Negative
19665,shooting eagle every game tough,Negative
19692,dinner stuffed bad fresno,Negative
19696,bad know thought cause lot people hate,Negative
19697,embarrassed,Negative
19698,administration evil,Negative
19734,whole as mood ugh need,Negative
19740,lied,Negative
19742,bitch next smell like,Negative
19743,house fire let burn reduced le suffer pain consume burn every day keep running get,Negative
19745,miss big time,Negative
19746,ever want scream,Negative
19758,broke someone see worth,Negative
19772,real life ugly even worth shut saw voice,Negative
19774,step back problem,Negative
19775,appropriate response avoid charge lying fact democrat,Negative
19778,getting sick week,Negative
19786,remind blame current generation standing runaway climate change could,Negative
19792,bad bitch period,Negative
19793,still blame,Negative
19794,warning rotation,Negative
19799,last buster never true champ got king always crook rex peyton win fixed ship mad grit salt,Negative
19802,would introduce evil,Negative
19803,forget brown reality,Negative
19810,people pay forward,Negative
19813,devil trying know,Negative
19845,another useless living welfare,Negative
19882,disgusting people wonder world falling apart,Negative
19891,fired,Negative
19894,nog til death,Negative
19903,dead miss,Negative
19905,first time saw station starring grant touched heart many way believe still cry watch till day crazy add brother saw year,Negative
19916,hell lawyer believe actually mayor new york wonder still standing,Negative
19927,accident injury martin king police,Negative
19952,embarrassing,Negative
19962,trap,Negative
19964,station rest stop weary route traveler unique pump design,Negative
19973,worst migraine want throw,Negative
19975,fell lap foot drop face case,Negative
19979,hour phone call customer service supervisor told would refund entire cost missing package work time lost yelling,Negative
19988,making hard self,Negative
19999,feel fire growing inside,Negative
20003,miss sometimes woman use,Negative
20013,every time get drunk wanting bacon,Negative
20017,right lane blocked near stop traffic back delay traffic,Negative
20020,sad whoever sick,Negative
20036,thing going kill,Negative
20042,foe,Negative
20044,fighting damn middle summer,Negative
20050,sit back shake head,Negative
20052,smug blaming trump violence,Negative
20067,missing got one around see,Negative
20074,rage reading old book stack entertainment weekly sitting around reviewer even get simple plot right review killing got,Negative
20079,question hell mark levin,Negative
20091,listed among failure condemn rocket slap face,Negative
20092,wake sky mane kodak black reaction video trap rap rapper,Negative
20100,right loss,Negative
20105,trap,Negative
20118,crazy hear,Negative
20130,actually two row jealous million people waiting platform,Negative
20134,lame ugly as,Negative
20143,night shake,Negative
20144,used one bitch found still around time told cut bitch went got name,Negative
20145,prove wrong,Negative
20151,hot fire,Negative
20164,still fair roaming street closed carrying find kill universe away still washed,Negative
20167,bitch sober,Negative
20171,sent show man tried create fake news calling subliminal reference hals disgusting,Negative
20174,around someone much away day actually sad,Negative
20176,took lot public like nothing love wish best going forward,Negative
20179,tear said side side interview new york lost found,Negative
20183,ever change mix nasty bring,Negative
20204,put negativity world life never ending show si self reflect start taking responsibility grow,Negative
20206,shoot,Negative
20214,stop sleeping cal,Negative
20215,post everything every day see none post social medium know either blocked seeing,Negative
20226,record fault,Negative
20230,terribly,Negative
20239,hell mad,Negative
20262,forget basically,Negative
20267,sin,Negative
20271,caught fire left,Negative
20272,stop passive aggressive,Negative
20273,hell anybody ever better leave never come back cause beat someone as,Negative
20287,nasty,Negative
20289,hate make look pelvis literally opinion,Negative
20290,lying,Negative
20292,shoot time let,Negative
20297,devil trying knock,Negative
20309,follow disappointed,Negative
20314,killing,Negative
20321,scary,Negative
20322,sad literally everything nothing else like need content,Negative
20344,bastard road drive boston violet,Negative
20358,straight hell,Negative
20371,deserve immediate lifetime ban voting anything,Negative
20374,curse,Negative
20392,may leading intellectual day book love thy body devastating critique reckless attempt recreate world fatally flawed image,Negative
20399,bitch lying,Negative
20403,bos as bitch used,Negative
20414,every last drop wasted taste,Negative
20417,cloudy rainy day,Negative
20420,stuck stuck leadership,Negative
20423,learned lately critical must disclosure transparency critical,Negative
20462,get address send jerk seasoning rib rub try,Negative
20465,extremely important recognize difference narcissism danger,Negative
20468,legendary night fight,Negative
20477,miss,Negative
20492,night food smoking fried chicken jerk curry shrimp broccoli cheese rice,Negative
20493,tired dont know understand,Negative
20500,dangerous,Negative
20510,anyone know something else supposed drop take crowd realize trump criminal feeling negative,Negative
20520,got run war wrong got wrong venerable time learn lesson bad really need act together,Negative
20521,get quiet worse plotting,Negative
20522,sigh get stupid bulldog leave alone bear,Negative
20524,airman world war,Negative
20534,weird without,Negative
20537,black history professor college serious knowing history meant,Negative
20566,point girl ever leave alone,Negative
20574,crazy think done win consecutive unlike baker last football dangerous,Negative
20576,horrible policy even horrible trump though never,Negative
20591,high street across student union still really miss place,Negative
20599,hairline crazy,Negative
20619,lately paper loose leaf,Negative
20646,got culture shock saw far removed culturally base culture rooted ancestral though,Negative
20653,sat fool,Negative
20662,going decadence show last night know upset,Negative
20666,four worst last two come boston clearly problem,Negative
20673,miss,Negative
20689,damn right,Negative
20692,reckless,Negative
20698,bitch hell naw order food made hard pas,Negative
20699,used hear got reality lonely,Negative
20702,wrong,Negative
20705,doubt mind entire year tua discrepancy two came biggest game year one guy hurt play guy heathy balled,Negative
20710,right offense starting click rest,Negative
20711,get brand become hoe pay wedding,Negative
20718,sick like quick,Negative
20732,copped one rug hard beat price one,Negative
20735,sorry decided regulation,Negative
20737,lack difference maker say team right,Negative
20739,nasty nasty,Negative
20752,damn dramatic really went buy turkey leg saying one line long like two hour wait petty,Negative
20756,car sex lit choke cord,Negative
20761,went wine forget damn wine,Negative
20764,robin ruined everything,Negative
20767,ghost tweet,Negative
20768,tried heartbroken,Negative
20784,buy two new sick,Negative
20790,finding spoon forked economy hard,Negative
20796,really see still may high scoring game wonder hurt ticket,Negative
20823,going damn game next season live,Negative
20829,last tonight previous loss,Negative
20835,hate nail yes thing,Negative
20849,game veery lot enemy enemy character character try follow rule good rather set frame rate,Negative
20852,scream,Negative
20853,really want spend upgrade silver gold talk getting outrageous,Negative
20866,saw nutritionist went hurt knee right,Negative
20872,uncomfortable watch camera face,Negative
20877,getting embarrassed,Negative
20886,song guilty wit like bitch wit,Negative
20891,hard bartender general surgeon stop thinking bartending doctorate,Negative
20894,rumor tried marry brewery wife stopped rumor,Negative
20895,still one biggest douche walk earth,Negative
20900,sadly confuse cause tweet damn time,Negative
20905,ruin huh,Negative
20907,honey hell,Negative
20908,know mad men,Negative
20914,know wrong,Negative
20916,kent idiot said,Negative
20917,lose second straight loss,Negative
20925,gag,Negative
20928,guy profile cat whisperer word vomit say cat talk literal cat didnt mean vagina tale single idiot,Negative
20930,screw meat eater,Negative
20935,afraid people afraid disappointment afraid alone afraid last one trying change poor biggest weakness always fear trying get happening,Negative
20937,use bad lay anyways,Negative
20939,man stupid thought new six bowl new bowl game weak,Negative
20956,fear god man think need still stand,Negative
20962,sick week today feel like dying week struggling,Negative
20964,still leave tag bother,Negative
20973,following van low clarinet region band today,Negative
20984,took five today avoid organic chemistry final,Negative
20988,terrible,Negative
20997,cry cry,Negative
21002,damn son,Negative
21008,broken cant believe wish better family better life feel like try much worse,Negative
21017,ever try shoot shot might die,Negative
21036,whenever cut back heel whilst shaving,Negative
21050,assuming line gold really malkin think got screwed due imagine selling soul glen beck though,Negative
21051,ever tired know knew tired,Negative
21064,hello everyone hate know ever life,Negative
21076,back mike hide game controller,Negative
21077,damn sad huh,Negative
21081,sadly know get ing together belief gen change,Negative
21083,hit bitch leave dent,Negative
21087,yeah evil murder torture bomb invade rape pillage defoliate plunder maraud scourge afflict expect prob free penny make,Negative
21096,feel guilty singing part let cold never anyway rest song frozen,Negative
21099,mad mike,Negative
21100,obscene,Negative
21107,make want throw disgusting,Negative
21119,insecure much,Negative
21121,damn maybe need,Negative
21130,seriously name ring bell jordan,Negative
21137,regret,Negative
21159,people calling travel never basketball competitively life bitter want attention,Negative
21175,bitch never got fat,Negative
21179,man got screwed,Negative
21184,hell yeah dude,Negative
21186,speak get ungrateful,Negative
21187,medical block fire,Negative
21190,disgusting,Negative
21192,disheartening knowing supposed make thrown away people calling hate admit,Negative
21197,sorry,Negative
21198,hate,Negative
21199,waste anybody time,Negative
21201,waste holy,Negative
21207,hell yeah girl,Negative
21217,want bad,Negative
21219,want bad,Negative
21229,liar saw hanging minion last night,Negative
21238,like player hurt substituting,Negative
21239,special place hell date men knowing damn well baby girl home leaving stuck birth child cheater,Negative
21248,life achievement unlocked ridiculous dad trophy,Negative
21251,really bad age limit going phoenix though flagstaff,Negative
21254,work as still feel like failing tired,Negative
